ticker,name,mkt_cap_m,revenue_m,stage_raw,subsector_raw,industry,region,exchange_hint,notes,source_sheet,log_mkt_cap,log_revenue,has_revenue,size_band,size_band_ord,rich_modalities,rich_therapeutic_areas,pipeline_filed,modality_source,combined_modalities,primary_modality,is_compound_modality,mod_Oncology,mod_Gene/Cell Therapy,mod_RNA/Antisense,mod_Neurology,mod_Immunology,mod_Rare Disease,mod_Metabolic,mod_Cardiovascular,mod_Ophthalmology,mod_Vaccines,mod_Dermatology,mod_AI/Platform,mod_Psychedelics/CNS,mod_Biosimilars,mod_General Biotech
DNLI,Denali Therapeutics Inc.,3120.0,0.0,Pre-revenue,Neurology,Biotechnology,US,,,US Biotech,3.494154594018443,0.0,0,mid,3,"['Small molecule', 'Antisense oligonucleotide']","['Neurology/CNS', 'Rare disease', 'Oncology']",2026-02-26,lexicon,"['Small molecule', 'Antisense oligonucleotide', 'Neurology/CNS', 'Rare disease', 'Oncology', 'Neurology']",Neurology,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TARS,"Tarsus Pharmaceuticals, Inc.",3120.0,451.36,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.494154594018443,2.6554841953973067,1,mid,3,"['Vaccine', 'Bispecific antibody']","['Ophthalmology', 'Rare disease', 'Infectious disease']",2026-02-23,lexicon,"['Vaccine', 'Bispecific antibody', 'Ophthalmology', 'Rare disease', 'Infectious disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EWTX,"Edgewise Therapeutics, Inc.",2980.0,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,3.4742162640762553,0.0,0,mid,3,"['Gene therapy', 'Small molecule', 'Gene editing']","['Rare disease', 'Cardiovascular', 'Metabolic/Obesity']",2026-02-26,lexicon,"['Gene therapy', 'Small molecule', 'Gene editing', 'Rare disease', 'Cardiovascular', 'Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ARQT,"Arcutis Biotherapeutics, Inc.",2980.0,376.07,Has revenue,Dermatology,Biotechnology,US,,,US Biotech,3.4742162640762553,2.5764219809531252,1,mid,3,[],"['Immunology/I&I', 'Rare disease', 'Dermatology']",2026-02-25,lexicon,"['Immunology/I&I', 'Rare disease', 'Dermatology']",Dermatology,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CPRX,"Catalyst Pharmaceuticals, Inc.",2960.0,588.99,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.4712917110589387,2.7708446506563407,1,mid,3,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IDYA,"IDEAYA Biosciences, Inc.",2910.0,218.71,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.4638929889859074,2.3418498240847523,1,mid,3,"['Antibody-drug conjugate', 'Small molecule', 'Diagnostics/devices']","['Oncology', 'Rare disease', 'Metabolic/Obesity']",2026-02-17,lexicon,"['Antibody-drug conjugate', 'Small molecule', 'Diagnostics/devices', 'Oncology', 'Rare disease', 'Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VRDN,"Viridian Therapeutics, Inc.",2900.0,70.85,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.462397997898956,1.8564267724702443,1,mid,3,"['Monoclonal antibody', 'Diagnostics/devices']","['Rare disease', 'Immunology/I&I', 'Oncology']",2026-02-26,lexicon,"['Monoclonal antibody', 'Diagnostics/devices', 'Rare disease', 'Immunology/I&I', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DNTH,"Dianthus Therapeutics, Inc.",2820.0,3.08,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.450249108319361,0.6106601630898799,1,mid,3,"['Monoclonal antibody', 'Gene therapy']","['Rare disease', 'Immunology/I&I', 'Oncology']",2026-03-09,lexicon,"['Monoclonal antibody', 'Gene therapy', 'Rare disease', 'Immunology/I&I', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VERA,"Vera Therapeutics, Inc.",2790.0,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,3.4456042032735974,0.0,0,mid,3,['Monoclonal antibody'],"['Immunology/I&I', 'Cardiovascular', 'Rare disease']",2026-02-26,lexicon,"['Monoclonal antibody', 'Immunology/I&I', 'Cardiovascular', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RCUS,"Arcus Biosciences, Inc.",2770.0,247.0,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.4424797690644486,2.3944516808262164,1,mid,3,[],"['Rare disease', 'Oncology']",2026-02-25,lexicon,"['Rare disease', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BEAM,Beam Therapeutics Inc.,2640.0,139.74,Has revenue,Gene/Cell Therapy,Biotechnology,US,,,US Biotech,3.4216039268698313,2.1484175466913764,1,mid,3,"['Gene editing', 'Monoclonal antibody', 'Cell therapy (other)']","['Hematology', 'Rare disease', 'Oncology']",2026-02-24,lexicon,"['Gene editing', 'Monoclonal antibody', 'Cell therapy (other)', 'Hematology', 'Rare disease', 'Oncology', 'Gene/Cell Therapy']",Gene/Cell Therapy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
APLS,"Apellis Pharmaceuticals, Inc.",2570.0,1000.0,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.4099331233312946,3.000434077479319,1,mid,3,"['Diagnostics/devices', 'Gene editing', 'Gene therapy']","['Rare disease', 'Ophthalmology', 'Oncology']",2026-02-24,lexicon,"['Diagnostics/devices', 'Gene editing', 'Gene therapy', 'Rare disease', 'Ophthalmology', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TLX,Telix Pharmaceuticals Limited,2560.0,803.79,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.4082399653118496,2.9056825713751215,1,mid,3,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TVTX,"Travere Therapeutics, Inc.",2510.0,490.73,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.399673721481038,2.691726705009727,1,mid,3,[],"['Rare disease', 'Metabolic/Obesity', 'Cardiovascular']",2026-02-19,lexicon,"['Rare disease', 'Metabolic/Obesity', 'Cardiovascular', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WVE,Wave Life Sciences Ltd.,2470.0,42.73,Has revenue,RNA/Antisense,Biotechnology,US,,,US Biotech,3.392696953259666,1.640779477344857,1,mid,3,"['RNAi/siRNA', 'Gene therapy', 'Gene editing']","['Rare disease', 'Metabolic/Obesity', 'Oncology']",2026-02-26,lexicon,"['RNAi/siRNA', 'Gene therapy', 'Gene editing', 'Rare disease', 'Metabolic/Obesity', 'Oncology', 'RNA/Antisense']",RNA/Antisense,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DYN,"Dyne Therapeutics, Inc.",2450.0,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,3.3891660843645326,0.0,0,mid,3,['Gene therapy'],"['Rare disease', 'Oncology']",2026-03-02,lexicon,"['Gene therapy', 'Rare disease', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TNGX,"Tango Therapeutics, Inc.",2420.0,62.38,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.383815365980431,1.8019522348542818,1,mid,3,"['Protein degrader', 'Diagnostics/devices']","['Oncology', 'Rare disease', 'Neurology/CNS']",2026-03-05,lexicon,"['Protein degrader', 'Diagnostics/devices', 'Oncology', 'Rare disease', 'Neurology/CNS', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMNM,"Immunome, Inc.",2380.0,6.94,Has revenue,Immunology,Biotechnology,US,,,US Biotech,3.376576957056512,0.8998205024270962,1,mid,3,"['Antibody-drug conjugate', 'Radiotherapeutic', 'Diagnostics/devices']","['Oncology', 'Rare disease', 'Hematology']",2026-03-03,lexicon,"['Antibody-drug conjugate', 'Radiotherapeutic', 'Diagnostics/devices', 'Oncology', 'Rare disease', 'Hematology', 'Immunology']",Immunology,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IRON,"Disc Medicine, Inc.",2330.0,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,3.367355921026019,0.0,0,mid,3,"['Monoclonal antibody', 'Gene therapy', 'Small molecule']","['Hematology', 'Oncology', 'Rare disease']",2026-02-26,lexicon,"['Monoclonal antibody', 'Gene therapy', 'Small molecule', 'Hematology', 'Oncology', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ADPT,Adaptive Biotechnologies Corporation,2290.0,276.98,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.359835482339888,2.444013550586799,1,mid,3,['Diagnostics/devices'],"['Oncology', 'Immunology/I&I', 'Hematology']",2026-02-26,lexicon,"['Diagnostics/devices', 'Oncology', 'Immunology/I&I', 'Hematology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OCUL,"Ocular Therapeutix, Inc.",2240.0,51.95,Has revenue,Ophthalmology,Biotechnology,US,,,US Biotech,3.3502480183341627,1.7238659644435037,1,mid,3,"['Diagnostics/devices', 'Gene therapy', 'Small molecule']","['Ophthalmology', 'Metabolic/Obesity', 'Rare disease']",2026-02-05,lexicon,"['Diagnostics/devices', 'Gene therapy', 'Small molecule', 'Ophthalmology', 'Metabolic/Obesity', 'Rare disease']",Ophthalmology,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DAWN,"Day One Biopharmaceuticals, Inc.",2190.0,158.18,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.3404441148401185,2.201888500365973,1,mid,3,"['Antibody-drug conjugate', 'Monoclonal antibody', 'Small molecule']","['Oncology', 'Rare disease']",2026-02-24,lexicon,"['Antibody-drug conjugate', 'Monoclonal antibody', 'Small molecule', 'Oncology', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ZLAB,Zai Lab Limited,2190.0,460.16,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.3404441148401185,2.6638516305119735,1,mid,3,"['Antibody-drug conjugate', 'Monoclonal antibody', 'Bispecific antibody']","['Oncology', 'Infectious disease', 'Rare disease']",2026-02-26,lexicon,"['Antibody-drug conjugate', 'Monoclonal antibody', 'Bispecific antibody', 'Oncology', 'Infectious disease', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MAZE,"Maze Therapeutics, Inc.",2160.0,2.5,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.3344537511509307,0.5440680443502757,1,mid,3,"['Small molecule', 'Gene therapy', 'Diagnostics/devices']","['Metabolic/Obesity', 'Rare disease', 'Oncology']",2026-03-25,lexicon,"['Small molecule', 'Gene therapy', 'Diagnostics/devices', 'Metabolic/Obesity', 'Rare disease', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GLPG,Galapagos NV,2150.0,1310.0,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.3324384599156054,3.117602691690084,1,mid,3,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AAPG,Ascentage Pharma Group International,2130.0,54.52,Has revenue,RNA/Antisense,Biotechnology,US,,,US Biotech,3.3283796034387376,1.7444494574467986,1,mid,3,[],[],,xlsx,['RNA/Antisense'],RNA/Antisense,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IOVA,"Iovance Biotherapeutics, Inc.",2110.0,263.5,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.3242824552976926,2.4224256763712044,1,mid,3,"['Gene editing', 'Cell therapy (other)']","['Oncology', 'Rare disease']",2026-02-24,lexicon,"['Gene editing', 'Cell therapy (other)', 'Oncology', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MLYS,"Mineralys Therapeutics, Inc.",2100.0,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,3.322219294733919,0.0,0,mid,3,[],"['Cardiovascular', 'Rare disease', 'Metabolic/Obesity']",2026-03-12,lexicon,"['Cardiovascular', 'Rare disease', 'Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MESO,Mesoblast Limited,2080.0,65.38,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.3180633349627615,1.822037248072585,1,mid,3,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RARE,Ultragenyx Pharmaceutical Inc.,2050.0,673.0,Has revenue,Rare Disease,Biotechnology,US,,,US Biotech,3.311753861055754,2.82865989653532,1,mid,3,"['Gene therapy', 'Small molecule']",['Rare disease'],2026-02-18,lexicon,"['Gene therapy', 'Small molecule', 'Rare disease', 'Rare Disease']",Rare Disease,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SLNO,"Soleno Therapeutics, Inc.",2050.0,190.41,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.311753861055754,2.2819646232598996,1,mid,3,[],"['Rare disease', 'Metabolic/Obesity']",2026-02-25,lexicon,"['Rare disease', 'Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
STOK,"Stoke Therapeutics, Inc.",2030.0,205.63,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.307496037913213,2.3151933756957135,1,mid,3,"['Antisense oligonucleotide', 'Gene therapy', 'Gene editing']","['Rare disease', 'Neurology/CNS', 'Ophthalmology']",2026-03-16,lexicon,"['Antisense oligonucleotide', 'Gene therapy', 'Gene editing', 'Rare disease', 'Neurology/CNS', 'Ophthalmology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NKTR,Nektar Therapeutics,1980.0,62.6,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.296665190261531,1.8034571156484138,1,small,2,[],"['Rare disease', 'Immunology/I&I', 'Oncology']",2026-03-13,lexicon,"['Rare disease', 'Immunology/I&I', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CLDX,"Celldex Therapeutics, Inc.",1960.0,1.55,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.292256071356476,0.4065401804339551,1,small,2,"['Bispecific antibody', 'Monoclonal antibody']",[],2026-02-25,lexicon,"['Bispecific antibody', 'Monoclonal antibody', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SNDX,"Syndax Pharmaceuticals, Inc.",1950.0,172.35,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.290034611362518,2.2389238459924155,1,small,2,"['Monoclonal antibody', 'Small molecule']","['Oncology', 'Hematology']",2026-02-26,lexicon,"['Monoclonal antibody', 'Small molecule', 'Oncology', 'Hematology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUPH,Aurinia Pharmaceuticals Inc.,1900.0,283.06,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.278753600952829,2.453410082711584,1,small,2,[],['Immunology/I&I'],2026-02-26,lexicon,"['Immunology/I&I', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TYRA,"Tyra Biosciences, Inc.",1890.0,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,3.2764618041732443,0.0,0,small,2,"['Diagnostics/devices', 'Small molecule']","['Oncology', 'Rare disease']",2026-03-02,lexicon,"['Diagnostics/devices', 'Small molecule', 'Oncology', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RXRX,"Recursion Pharmaceuticals, Inc.",1830.0,74.68,Has revenue,AI/Platform,Biotechnology,US,,,US Biotech,3.2624510897304293,1.8789811233937364,1,small,2,"['Small molecule', 'Diagnostics/devices', 'Cell therapy (other)']","['Oncology', 'Rare disease', 'Neurology/CNS']",2026-02-25,lexicon,"['Small molecule', 'Diagnostics/devices', 'Cell therapy (other)', 'Oncology', 'Rare disease', 'Neurology/CNS', 'AI/Platform']",AI/Platform,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MANE,"Veradermics, Incorporated",1810.0,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,3.2576785748691846,0.0,0,small,2,[],"['Dermatology', 'Immunology/I&I', 'Cardiovascular']",2026-03-30,lexicon,"['Dermatology', 'Immunology/I&I', 'Cardiovascular', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PVLA,"Palvella Therapeutics, Inc.",1810.0,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,3.2576785748691846,0.0,0,small,2,[],"['Rare disease', 'Dermatology', 'Oncology']",2026-03-31,lexicon,"['Rare disease', 'Dermatology', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ZYME,Zymeworks Inc.,1780.0,105.97,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.250420002308894,2.029261995804175,1,small,2,"['Antibody-drug conjugate', 'Monoclonal antibody', 'Bispecific antibody']","['Oncology', 'Rare disease', 'Immunology/I&I']",2026-03-02,lexicon,"['Antibody-drug conjugate', 'Monoclonal antibody', 'Bispecific antibody', 'Oncology', 'Rare disease', 'Immunology/I&I', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RLAY,"Relay Therapeutics, Inc.",1770.0,15.36,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.247973266361807,1.2137832993353042,1,small,2,['Small molecule'],"['Oncology', 'Rare disease']",2026-02-26,lexicon,"['Small molecule', 'Oncology', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DFTX,"Definium Therapeutics, Inc.",1760.0,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,3.24551266781415,0.0,0,small,2,['Diagnostics/devices'],"['Rare disease', 'Oncology']",2026-02-26,lexicon,"['Diagnostics/devices', 'Rare disease', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ELVN,"Enliven Therapeutics, Inc.",1760.0,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,3.24551266781415,0.0,0,small,2,['Small molecule'],"['Rare disease', 'Oncology', 'Hematology']",2026-03-03,lexicon,"['Small molecule', 'Rare disease', 'Oncology', 'Hematology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRPT,"Sarepta Therapeutics, Inc.",1750.0,2200.0,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.2430380486862944,3.342620042553348,1,small,2,"['Gene therapy', 'RNAi/siRNA', 'Antisense oligonucleotide']",['Rare disease'],2026-03-02,lexicon,"['Gene therapy', 'RNAi/siRNA', 'Antisense oligonucleotide', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GLTO,"Galecto, Inc.",1740.0,0.0,Pre-revenue,Neurology,Biotechnology,US,,,US Biotech,3.2405492482825995,0.0,0,small,2,[],[],,xlsx,['Neurology'],Neurology,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
VCEL,Vericel Corporation,1710.0,276.26,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.2329961103921536,2.4428872189023485,1,small,2,"['Diagnostics/devices', 'Cell therapy (other)']",['Rare disease'],2026-02-26,lexicon,"['Diagnostics/devices', 'Cell therapy (other)', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TRVI,"Trevi Therapeutics, Inc.",1710.0,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,3.2329961103921536,0.0,0,small,2,['Cell therapy (other)'],['Rare disease'],2026-03-17,lexicon,"['Cell therapy (other)', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OLMA,"Olema Pharmaceuticals, Inc.",1700.0,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,3.230448921378274,0.0,0,small,2,['Small molecule'],"['Oncology', 'Rare disease', 'Neurology/CNS']",2026-03-16,lexicon,"['Small molecule', 'Oncology', 'Rare disease', 'Neurology/CNS', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PHVS,Pharvaris N.V.,1680.0,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,3.225309281725863,0.0,0,small,2,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMCR,Immunocore Holdings plc,1670.0,400.02,Has revenue,Immunology,Biotechnology,US,,,US Biotech,3.2227164711475833,2.6031660326527,1,small,2,[],['Rare disease'],2026-02-25,lexicon,"['Rare disease', 'Immunology']",Immunology,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HRMY,"Harmony Biosciences Holdings, Inc.",1640.0,868.45,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.214843848047698,2.939244611814908,1,small,2,[],"['Rare disease', 'Neurology/CNS', 'Metabolic/Obesity']",2026-02-24,lexicon,"['Rare disease', 'Neurology/CNS', 'Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
INVA,"Innoviva, Inc.",1630.0,411.33,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.2121876044039577,2.6152449340263755,1,small,2,['Monoclonal antibody'],"['Infectious disease', 'Rare disease']",2026-02-25,lexicon,"['Monoclonal antibody', 'Infectious disease', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NVAX,"Novavax, Inc.",1630.0,1120.0,Has revenue,Vaccines,Biotechnology,US,,,US Biotech,3.2121876044039577,3.049605612594973,1,small,2,['Vaccine'],"['Infectious disease', 'Oncology', 'Metabolic/Obesity']",2026-02-26,lexicon,"['Vaccine', 'Infectious disease', 'Oncology', 'Metabolic/Obesity', 'Vaccines']",Vaccines,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SION,"Sionna Therapeutics, Inc.",1620.0,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,3.2095150145426308,0.0,0,small,2,"['Small molecule', 'Gene therapy']","['Rare disease', 'Metabolic/Obesity', 'Oncology']",2026-03-02,lexicon,"['Small molecule', 'Gene therapy', 'Rare disease', 'Metabolic/Obesity', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AGIO,"Agios Pharmaceuticals, Inc.",1610.0,54.03,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.2068258760318495,1.7405995128111564,1,small,2,"['RNAi/siRNA', 'Small molecule', 'Gene editing']","['Rare disease', 'Hematology', 'Oncology']",2026-02-12,lexicon,"['RNAi/siRNA', 'Small molecule', 'Gene editing', 'Rare disease', 'Hematology', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NBTX,Nanobiotix S.A.,1610.0,11.93,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.2068258760318495,1.1115985248803941,1,small,2,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORKA,"Oruka Therapeutics, Inc.",1600.0,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,3.204119982655925,0.0,0,small,2,"['Monoclonal antibody', 'Gene therapy']","['Immunology/I&I', 'Dermatology', 'Rare disease']",2026-03-12,lexicon,"['Monoclonal antibody', 'Gene therapy', 'Immunology/I&I', 'Dermatology', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANAB,"AnaptysBio, Inc.",1590.0,234.6,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.2013971243204513,2.372175286115064,1,small,2,"['Monoclonal antibody', 'Small molecule']","['Immunology/I&I', 'Oncology', 'Dermatology']",2026-03-03,lexicon,"['Monoclonal antibody', 'Small molecule', 'Immunology/I&I', 'Oncology', 'Dermatology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OCS,Oculis Holding AG,1590.0,1.51,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,3.2013971243204513,0.3996737214810381,1,small,2,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
